StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,PursueHigherEducation,InternetAccessAtHome,StrengthOfFamilialRelationship,FreetimeAfterSchool,HealthStatus,is_synthetic
1384.0,15,0,2,0,3,5,0,0,0,0,0,0,2.62,2.0,0,0,0,0,0,0
2333.0,15,0,0,0,3,10,0,1,1,1,0,1,2.22,2.0,0,0,0,0,0,0
0.0,15,0,0,0,4,2,0,3,1,0,0,0,2.4,2.2,1,1,4,3,4,0
0.0,15,0,0,0,4,6,0,3,1,0,0,0,2.6,2.8,1,1,5,5,5,0
0.0,15,0,0,0,4,6,0,3,1,0,0,0,2.8,2.2,1,1,4,3,4,0
0.0,15,0,0,0,4,6,1,3,1,0,0,0,3.0,3.2,1,1,5,5,5,0
0.0,15,0,0,0,4,8,0,3,1,0,0,0,2.8,2.6,1,0,5,4,5,0
2113.0,15,0,0,0,4,15,0,2,0,1,0,0,1.44,4.0,0,0,0,0,0,0
2159.0,15,0,0,0,4,15,1,3,0,0,0,0,1.8,4.0,0,0,0,0,0,0
1312.0,15,0,3,0,5,6,1,2,0,0,1,0,2.61,2.0,0,0,0,0,0,0
2305.0,15,0,1,0,6,19,0,3,0,1,0,0,1.36,3.0,0,0,0,0,0,0
2205.0,15,0,0,0,6,22,0,3,0,0,0,0,1.03,1.0,0,0,0,0,0,0
2313.0,15,0,0,0,7,4,0,1,0,0,0,0,2.54,2.0,0,0,0,0,0,0
1970.0,15,0,2,0,7,15,0,2,1,0,0,0,1.77,4.0,0,0,0,0,0,0
1199.0,15,0,0,0,8,9,0,0,0,1,0,0,2.3,3.0,0,0,0,0,0,0
743.0,15,0,1,0,8,12,0,0,0,0,0,0,1.54,4.0,0,0,0,0,0,0
1969.0,15,0,1,0,8,13,1,3,1,0,0,0,2.33,3.0,0,0,0,0,0,0
1368.0,15,0,0,0,8,22,0,3,0,0,0,1,0.93,4.0,0,0,0,0,0,0
377.0,15,0,1,0,9,1,0,1,1,0,0,0,3.0,2.0,0,0,0,0,0,0
1566.0,15,0,0,0,9,18,0,2,1,0,0,0,1.49,4.0,0,0,0,0,0,0
2381.0,15,0,2,0,10,5,0,3,0,0,0,0,2.96,0.0,0,0,0,0,0,0
388.0,15,0,0,0,10,17,0,2,0,0,0,0,1.38,4.0,0,0,0,0,0,0
1626.0,15,0,0,0,10,26,1,2,1,0,0,0,0.57,4.0,0,0,0,0,0,0
1799.0,15,0,2,0,11,8,0,2,1,1,0,0,2.79,2.0,0,0,0,0,0,0
943.0,15,0,2,0,11,12,0,1,0,0,0,1,1.62,4.0,0,0,0,0,0,0
2342.0,15,0,0,0,11,15,0,3,0,0,0,1,2.04,2.0,0,0,0,0,0,0
1788.0,15,0,0,0,11,24,1,0,0,0,0,0,0.69,4.0,0,0,0,0,0,0
2242.0,15,0,0,0,11,28,0,4,1,0,0,0,0.81,0.0,0,0,0,0,0,0
1683.0,15,0,1,0,12,13,1,1,0,1,0,0,1.92,4.0,0,0,0,0,0,0
1790.0,15,0,1,0,12,16,0,3,0,0,0,0,1.88,4.0,0,0,0,0,0,0
1192.0,15,0,0,0,12,17,0,3,0,1,0,0,2.32,3.0,0,0,0,0,0,0
1638.0,15,0,1,0,13,13,1,1,0,0,0,0,1.6,4.0,0,0,0,0,0,0
1386.0,15,0,1,0,13,14,0,3,0,0,0,0,2.13,3.0,0,0,0,0,0,0
855.0,15,0,0,0,13,25,1,1,0,0,0,0,0.9,4.0,0,0,0,0,0,0
1901.0,15,0,3,0,15,7,0,1,0,0,0,0,2.8,2.0,0,0,0,0,0,0
647.0,15,0,1,0,15,19,0,2,0,0,0,0,1.25,4.0,0,0,0,0,0,0
1043.0,15,0,0,0,15,26,0,0,1,1,0,0,0.56,4.0,0,0,0,0,0,0
1240.0,15,0,0,0,16,7,1,3,0,1,0,0,3.16,1.0,0,0,0,0,0,0
983.0,15,0,2,0,16,19,1,0,0,1,0,0,1.19,4.0,0,0,0,0,0,0
845.0,15,0,3,0,17,10,0,3,0,0,0,0,2.28,3.0,0,0,0,0,0,0
1995.0,15,0,0,0,17,23,0,2,0,1,0,0,0.86,4.0,0,0,0,0,0,0
1074.0,15,0,0,0,18,19,0,2,0,1,1,0,1.84,4.0,0,0,0,0,0,0
1674.0,15,0,0,0,18,22,0,0,0,1,0,0,0.64,4.0,0,0,0,0,0,0
2209.0,15,0,2,0,18,24,0,2,1,0,0,0,0.86,1.0,0,0,0,0,0,0
1483.0,15,0,0,0,18,26,0,4,0,0,0,0,1.22,4.0,0,0,0,0,0,0
2289.0,15,0,0,0,19,12,0,2,1,0,0,1,2.42,3.0,0,0,0,0,0,0
2118.0,15,0,0,0,19,16,0,4,1,1,0,0,2.39,3.0,0,0,0,0,0,0
1210.0,15,0,0,0,20,28,0,2,0,0,0,1,0.98,4.0,0,0,0,0,0,0
1066.0,15,0,1,1,0,3,0,2,0,1,0,0,3.07,1.0,0,0,0,0,0,0
336.0,15,0,0,1,0,3,0,2,1,0,0,0,2.99,2.0,0,0,0,0,0,0
2011.0,15,0,0,1,0,4,1,3,0,1,0,0,2.97,2.0,0,0,0,0,0,0
546.0,15,0,3,1,0,5,0,1,1,0,0,0,2.25,3.0,0,0,0,0,0,0
889.0,15,0,0,1,0,5,0,3,0,0,0,0,2.46,3.0,0,0,0,0,0,0
633.0,15,0,0,1,0,13,0,3,0,1,0,0,1.88,4.0,0,0,0,0,0,0
1111.0,15,0,0,1,0,21,0,0,0,1,0,1,0.44,4.0,0,0,0,0,0,0
87.0,15,0,2,1,0,27,0,1,0,0,1,0,0.0,4.0,0,0,0,0,0,0
1002.0,15,0,3,1,1,3,0,3,1,0,1,1,3.2,1.0,0,0,0,0,0,0
624.0,15,0,2,1,1,8,0,3,1,0,0,1,2.71,2.0,0,0,0,0,0,0
1700.0,15,0,0,1,2,2,0,1,1,0,0,0,2.89,2.0,0,0,0,0,0,0
2304.0,15,0,1,1,2,8,0,4,1,0,0,0,2.14,3.0,0,0,0,0,0,0
1851.0,15,0,0,1,2,19,1,4,0,0,0,0,1.5,4.0,0,0,0,0,0,0
636.0,15,0,1,1,2,20,1,3,1,0,0,0,1.28,4.0,0,0,0,0,0,0
1495.0,15,0,1,1,3,5,0,2,0,0,1,0,2.33,3.0,0,0,0,0,0,0
72.0,15,0,1,1,3,8,0,2,1,1,0,0,2.56,2.0,0,0,0,0,0,0
2234.0,15,0,0,1,3,8,0,3,1,0,1,0,2.72,3.0,0,0,0,0,0,0
1150.0,15,0,0,1,3,10,0,3,0,0,0,0,2.08,3.0,0,0,0,0,0,0
2181.0,15,0,2,1,3,13,1,1,0,0,0,0,1.84,1.0,0,0,0,0,0,0
1200.0,15,0,1,1,3,15,0,2,1,0,0,0,1.68,4.0,0,0,0,0,0,0
2228.0,15,0,2,1,3,18,1,3,1,1,0,0,1.65,0.0,0,0,0,0,0,0
1005.0,15,0,2,1,3,19,0,2,0,0,1,1,1.07,4.0,0,0,0,0,0,0
1599.0,15,0,0,1,3,19,0,2,0,0,0,0,1.14,4.0,0,0,0,0,0,0
35.0,15,0,3,1,3,23,0,1,0,0,0,0,0.26,4.0,0,0,0,0,0,0
1882.0,15,0,1,1,4,2,0,2,1,1,0,1,3.27,1.0,0,0,0,0,0,0
192.0,15,0,1,1,4,9,0,2,1,0,0,0,2.14,3.0,0,0,0,0,0,0
430.0,15,0,1,1,4,12,0,3,1,1,0,0,2.02,3.0,0,0,0,0,0,0
425.0,15,0,0,1,4,24,0,3,1,0,0,1,1.05,4.0,0,0,0,0,0,0
1512.0,15,0,2,1,4,27,0,1,0,0,0,0,0.0,4.0,0,0,0,0,0,0
596.0,15,0,2,1,5,5,0,4,0,0,1,1,2.74,2.0,0,0,0,0,0,0
632.0,15,0,0,1,5,14,0,2,0,0,0,0,1.96,4.0,0,0,0,0,0,0
2130.0,15,0,2,1,5,15,0,1,0,1,0,0,1.81,4.0,0,0,0,0,0,0
1029.0,15,0,1,1,5,22,0,1,0,1,1,0,0.71,4.0,0,0,0,0,0,0
212.0,15,0,0,1,6,1,0,3,1,0,0,0,3.26,1.0,0,0,0,0,0,0
2344.0,15,0,1,1,6,2,1,0,0,0,0,1,2.8,2.0,0,0,0,0,0,0
440.0,15,0,0,1,6,2,1,1,0,0,0,1,3.11,1.0,0,0,0,0,0,0
935.0,15,0,1,1,6,7,0,2,1,0,0,0,2.09,3.0,0,0,0,0,0,0
251.0,15,0,1,1,6,7,0,2,1,0,0,0,2.13,3.0,0,0,0,0,0,0
1712.0,15,0,0,1,6,14,0,2,0,0,1,0,1.79,4.0,0,0,0,0,0,0
2225.0,15,0,2,1,6,23,0,2,1,1,0,0,1.09,2.0,0,0,0,0,0,0
1032.0,15,0,2,1,6,24,1,3,1,0,1,0,1.59,4.0,0,0,0,0,0,0
2152.0,15,0,0,1,7,4,1,1,0,0,1,1,2.86,2.0,0,0,0,0,0,0
762.0,15,0,0,1,7,17,0,3,0,1,0,0,1.51,4.0,0,0,0,0,0,0
1283.0,15,0,0,1,7,19,0,2,0,0,0,0,0.95,4.0,0,0,0,0,0,0
2343.0,15,0,0,1,8,5,0,3,0,0,0,0,2.92,0.0,0,0,0,0,0,0
960.0,15,0,3,1,8,6,0,1,0,1,0,0,2.4,3.0,0,0,0,0,0,0
662.0,15,0,1,1,8,16,0,0,1,0,0,1,1.3,4.0,0,0,0,0,0,0
926.0,15,0,2,1,8,18,0,1,0,1,0,0,1.44,4.0,0,0,0,0,0,0
1394.0,15,0,1,1,8,28,1,2,1,0,0,0,0.79,4.0,0,0,0,0,0,0
63.0,15,0,0,1,9,8,0,2,0,1,0,0,2.39,3.0,0,0,0,0,0,0
1522.0,15,0,3,1,9,8,0,3,1,1,0,0,2.57,2.0,0,0,0,0,0,0
2359.0,15,0,0,1,9,12,1,2,1,0,1,0,2.12,3.0,0,0,0,0,0,0
1290.0,15,0,2,1,9,17,0,1,1,0,0,1,1.47,4.0,0,0,0,0,0,0
1675.0,15,0,3,1,9,18,0,2,0,0,1,0,1.4,4.0,0,0,0,0,0,0
1187.0,15,0,0,1,9,20,0,2,1,1,1,0,1.79,4.0,0,0,0,0,0,0
1868.0,15,0,0,1,9,26,0,1,0,1,1,0,0.69,4.0,0,0,0,0,0,0
2114.0,15,0,2,1,10,21,0,2,1,0,0,1,1.23,4.0,0,0,0,0,0,0
37.0,15,0,2,1,10,21,1,1,0,1,0,0,1.07,4.0,0,0,0,0,0,0
1975.0,15,0,0,1,10,26,1,0,0,1,1,0,0.61,4.0,0,0,0,0,0,0
351.0,15,0,0,1,11,3,0,4,0,0,0,0,2.87,2.0,0,0,0,0,0,0
135.0,15,0,3,1,11,12,0,2,1,0,0,0,2.12,3.0,0,0,0,0,0,0
1807.0,15,0,1,1,11,14,0,3,0,0,0,0,1.82,4.0,0,0,0,0,0,0
226.0,15,0,2,1,11,19,0,2,0,0,0,0,0.88,4.0,0,0,0,0,0,0
1825.0,15,0,0,1,11,20,0,2,0,0,0,0,1.18,4.0,0,0,0,0,0,0
1040.0,15,0,2,1,11,20,0,3,0,1,1,0,1.7,4.0,0,0,0,0,0,0
643.0,15,0,0,1,11,21,1,2,1,0,0,0,1.61,4.0,0,0,0,0,0,0
2040.0,15,0,0,1,11,24,0,0,0,1,0,0,0.15,4.0,0,0,0,0,0,0
2146.0,15,0,0,1,12,0,0,1,1,0,0,0,3.33,1.0,0,0,0,0,0,0
900.0,15,0,0,1,12,13,1,2,0,0,0,0,2.19,3.0,0,0,0,0,0,0
724.0,15,0,2,1,12,29,0,3,0,0,0,0,0.3,4.0,0,0,0,0,0,0
1220.0,15,0,0,1,12,29,0,3,0,1,0,0,0.8,4.0,0,0,0,0,0,0
687.0,15,0,3,1,13,0,0,1,0,0,0,0,2.83,2.0,0,0,0,0,0,0
702.0,15,0,0,1,13,12,0,3,1,0,1,1,2.71,2.0,0,0,0,0,0,0
1671.0,15,0,0,1,13,21,0,2,0,1,0,0,1.27,4.0,0,0,0,0,0,0
1902.0,15,0,0,1,14,3,1,3,1,0,0,0,3.56,0.0,0,0,0,0,0,0
1308.0,15,0,1,1,14,10,1,3,1,0,0,0,2.76,2.0,0,0,0,0,0,0
2009.0,15,0,1,1,14,14,1,4,1,1,0,0,2.74,2.0,0,0,0,0,0,0
416.0,15,0,0,1,14,17,1,2,1,0,0,0,1.5,4.0,0,0,0,0,0,0
491.0,15,0,0,1,14,18,0,4,1,1,0,0,2.15,3.0,0,0,0,0,0,0
2271.0,15,0,2,1,14,25,1,3,0,0,0,0,1.3,4.0,0,0,0,0,0,0
870.0,15,0,0,1,14,26,0,3,0,0,0,0,0.87,4.0,0,0,0,0,0,0
1555.0,15,0,1,1,15,4,0,3,0,0,0,1,2.94,2.0,0,0,0,0,0,0
2217.0,15,0,0,1,15,4,0,3,0,1,0,0,3.37,1.0,0,0,0,0,0,0
2131.0,15,0,1,1,15,6,0,3,0,1,1,0,3.22,1.0,0,0,0,0,0,0
911.0,15,0,0,1,15,19,0,1,1,0,1,1,1.37,4.0,0,0,0,0,0,0
384.0,15,0,0,1,15,19,1,1,1,0,0,0,1.8,4.0,0,0,0,0,0,0
2082.0,15,0,1,1,15,21,0,2,0,0,1,0,1.13,4.0,0,0,0,0,0,0
932.0,15,0,2,1,15,22,1,3,0,0,0,0,1.52,4.0,0,0,0,0,0,0
1804.0,15,0,0,1,15,25,1,2,1,0,0,0,0.9,4.0,0,0,0,0,0,0
1989.0,15,0,0,1,16,2,1,1,1,1,0,0,3.4,1.0,0,0,0,0,0,0
132.0,15,0,2,1,16,4,1,2,0,1,0,0,3.58,0.0,0,0,0,0,0,0
6.0,15,0,1,1,16,10,0,3,0,1,0,0,2.75,2.0,0,0,0,0,0,0
995.0,15,0,1,1,16,13,0,3,0,1,0,0,1.89,4.0,0,0,0,0,0,0
812.0,15,0,1,1,16,17,0,0,1,0,0,0,1.76,4.0,0,0,0,0,0,0
1919.0,15,0,3,1,17,1,1,1,1,1,0,0,4.0,0.0,0,0,0,0,0,0
751.0,15,0,1,1,17,5,0,0,0,0,0,0,2.37,3.0,0,0,0,0,0,0
861.0,15,0,0,1,17,7,0,1,1,0,0,0,2.58,2.0,0,0,0,0,0,0
1539.0,15,0,0,1,17,9,0,2,1,1,0,0,2.76,2.0,0,0,0,0,0,0
415.0,15,0,0,1,17,27,0,2,1,1,0,0,0.76,4.0,0,0,0,0,0,0
1884.0,15,0,0,1,18,5,0,0,1,1,0,1,2.49,3.0,0,0,0,0,0,0
2296.0,15,0,1,1,18,8,0,0,0,1,0,0,2.28,2.0,0,0,0,0,0,0
723.0,15,0,2,1,18,14,0,3,1,1,0,1,2.67,2.0,0,0,0,0,0,0
99.0,15,0,0,1,18,24,0,2,0,0,0,0,0.72,4.0,0,0,0,0,0,0
772.0,15,0,0,1,19,6,1,1,0,0,1,0,2.85,2.0,0,0,0,0,0,0
2024.0,15,0,0,1,19,10,0,2,0,1,1,0,2.74,2.0,0,0,0,0,0,0
1966.0,15,0,1,1,19,13,0,2,1,1,0,0,2.61,2.0,0,0,0,0,0,0
119.0,15,0,2,1,20,3,0,2,1,0,1,1,3.62,0.0,0,0,0,0,0,0
0.0,15,0,0,2,1,0,0,3,0,0,0,0,2.2,2.0,1,0,3,2,4,0
0.0,15,0,0,2,1,0,0,3,1,0,0,0,2.4,2.2,1,1,3,2,3,0
0.0,15,0,0,2,1,2,0,3,1,0,0,0,2.2,2.0,1,1,4,2,3,0
0.0,15,0,0,2,1,2,1,3,1,0,0,0,2.4,2.0,1,1,3,2,3,0
0.0,15,0,0,2,2,0,0,3,0,0,0,0,3.4,3.0,1,1,4,2,1,0
0.0,15,0,0,2,2,0,1,0,1,0,0,0,1.6,1.4,1,0,4,4,1,0
0.0,15,0,0,2,2,0,1,3,0,0,0,0,3.8,3.2,1,1,4,2,1,0
0.0,15,0,0,2,2,2,1,0,1,0,0,0,1.6,2.2,1,0,4,4,1,0
0.0,15,0,0,2,2,6,0,3,0,0,0,0,1.4,1.0,1,1,4,4,3,0
0.0,15,0,0,2,3,2,0,0,0,0,0,0,1.8,2.0,1,1,5,3,5,0
0.0,15,0,0,2,3,4,1,0,0,0,0,0,2.2,2.2,1,1,5,3,5,0
1688.0,15,0,1,2,0,8,1,3,1,0,1,1,2.57,2.0,0,0,0,0,0,0
215.0,15,0,0,2,0,29,1,1,1,0,0,0,0.13,4.0,0,0,0,0,0,0
0.0,15,0,0,2,1,0,0,0,0,0,0,0,2.2,2.2,1,1,2,2,1,0
1876.0,15,0,2,2,1,1,0,1,0,0,1,1,2.81,2.0,0,0,0,0,0,0
775.0,15,0,0,2,1,2,1,1,0,1,0,0,3.13,1.0,0,0,0,0,0,0
0.0,15,0,0,2,1,4,0,0,0,0,0,0,1.8,2.0,1,0,5,5,5,0
0.0,15,0,0,2,1,4,1,0,0,0,0,0,3.0,3.0,1,1,2,2,1,0
0.0,15,0,0,2,1,6,0,0,0,0,0,0,2.0,2.2,1,0,5,5,5,0
866.0,15,0,0,2,1,8,0,2,0,0,0,1,2.24,3.0,0,0,0,0,0,0
2239.0,15,0,0,2,1,9,0,4,0,1,0,0,2.41,1.0,0,0,0,0,0,0
0.0,15,0,0,2,1,10,0,0,0,0,0,0,3.6,3.6,1,1,3,5,3,0
0.0,15,0,0,2,1,10,0,0,0,0,0,0,3.8,3.6,1,1,3,5,3,0
1673.0,15,0,0,2,1,11,0,2,0,0,0,0,1.86,4.0,0,0,0,0,0,0
1892.0,15,0,1,2,1,12,0,2,1,1,0,0,1.63,4.0,0,0,0,0,0,0
1839.0,15,0,1,2,1,18,1,3,1,1,0,0,1.76,4.0,0,0,0,0,0,0
0.0,15,0,0,2,2,0,0,3,1,0,0,0,2.8,2.4,1,1,5,3,2,0
2351.0,15,0,3,2,2,2,0,0,0,1,0,0,2.45,3.0,0,0,0,0,0,0
0.0,15,0,0,2,2,2,1,3,0,0,0,0,2.8,3.0,1,0,4,3,5,0
0.0,15,0,0,2,2,4,0,3,0,0,0,0,2.6,2.2,1,0,4,3,5,0
0.0,15,0,0,2,2,7,0,3,1,0,0,0,1.6,1.4,1,1,5,3,2,0
2303.0,15,0,2,2,2,13,1,3,1,0,0,0,2.0,0.0,0,0,0,0,0,0
124.0,15,0,0,2,3,1,1,2,1,0,1,0,3.5,1.0,0,0,0,0,0,0
1322.0,15,0,3,2,3,4,0,1,1,1,1,1,2.52,2.0,0,0,0,0,0,0
769.0,15,0,0,2,3,6,1,0,0,1,0,0,2.59,2.0,0,0,0,0,0,0
205.0,15,0,0,2,3,12,1,4,0,0,0,0,2.19,3.0,0,0,0,0,0,0
576.0,15,0,3,2,3,17,1,0,1,0,0,0,1.28,4.0,0,0,0,0,0,0
263.0,15,0,0,2,3,19,0,4,0,0,1,1,1.45,4.0,0,0,0,0,0,0
468.0,15,0,2,2,3,26,1,2,0,0,0,0,0.28,4.0,0,0,0,0,0,0
0.0,15,0,0,2,4,0,0,0,0,0,0,0,2.0,2.0,1,1,3,3,3,0
0.0,15,0,0,2,4,0,0,0,0,0,0,0,2.0,2.2,1,1,3,3,3,0
0.0,15,0,0,2,4,0,0,0,1,0,0,0,2.2,2.4,1,1,3,4,1,0
1117.0,15,0,0,2,4,2,0,3,0,0,0,0,2.85,2.0,0,0,0,0,0,0
229.0,15,0,2,2,4,2,0,3,0,1,0,0,3.34,1.0,0,0,0,0,0,0
0.0,15,0,0,2,4,8,0,0,1,0,0,0,2.0,2.2,1,1,3,4,1,0
1085.0,15,0,1,2,4,11,1,2,0,0,0,0,1.68,4.0,0,0,0,0,0,0
1407.0,15,0,1,2,4,20,0,2,1,1,0,0,1.36,4.0,0,0,0,0,0,0
1054.0,15,0,2,2,4,23,0,4,1,1,0,0,1.48,4.0,0,0,0,0,0,0
1883.0,15,0,1,2,4,25,0,2,1,1,1,0,1.03,4.0,0,0,0,0,0,0
1634.0,15,0,0,2,4,26,1,2,0,0,0,0,0.77,4.0,0,0,0,0,0,0
30.0,15,0,2,2,5,12,1,0,0,1,0,0,1.73,4.0,0,0,0,0,0,0
1527.0,15,0,2,2,5,14,0,2,0,0,0,0,2.06,3.0,0,0,0,0,0,0
681.0,15,0,0,2,5,14,0,3,0,0,0,1,1.73,4.0,0,0,0,0,0,0
1208.0,15,0,0,2,5,14,1,0,0,0,1,1,1.42,4.0,0,0,0,0,0,0
2080.0,15,0,0,2,5,21,0,2,0,1,0,0,1.53,4.0,0,0,0,0,0,0
815.0,15,0,2,2,5,28,0,2,0,0,1,0,0.02,4.0,0,0,0,0,0,0
2250.0,15,0,2,2,6,13,1,2,0,1,0,0,2.24,2.0,0,0,0,0,0,0
262.0,15,0,2,2,6,19,0,2,1,1,0,1,1.48,4.0,0,0,0,0,0,0
590.0,15,0,2,2,6,23,0,1,0,0,0,0,0.28,4.0,0,0,0,0,0,0
1993.0,15,0,1,2,6,25,1,3,1,0,0,0,0.97,4.0,0,0,0,0,0,0
489.0,15,0,2,2,6,28,0,2,1,0,0,0,0.21,4.0,0,0,0,0,0,0
288.0,15,0,0,2,7,4,0,2,1,0,0,0,2.55,2.0,0,0,0,0,0,0
331.0,15,0,0,2,7,8,0,3,0,1,0,0,2.38,3.0,0,0,0,0,0,0
1906.0,15,0,0,2,7,10,0,4,1,0,0,0,2.84,2.0,0,0,0,0,0,0
1402.0,15,0,0,2,7,11,0,3,1,0,0,0,1.97,4.0,0,0,0,0,0,0
228.0,15,0,2,2,7,12,1,0,0,0,0,0,1.45,4.0,0,0,0,0,0,0
287.0,15,0,1,2,7,17,0,1,0,0,0,0,1.46,4.0,0,0,0,0,0,0
137.0,15,0,3,2,7,18,0,0,1,0,1,1,1.18,4.0,0,0,0,0,0,0
1856.0,15,0,1,2,7,20,0,2,0,0,0,0,1.02,4.0,0,0,0,0,0,0
209.0,15,0,0,2,7,20,1,2,1,0,1,1,1.66,4.0,0,0,0,0,0,0
957.0,15,0,0,2,7,21,0,2,0,1,1,0,1.17,4.0,0,0,0,0,0,0
1038.0,15,0,1,2,8,5,0,1,1,1,0,0,2.62,2.0,0,0,0,0,0,0
1416.0,15,0,0,2,8,7,0,2,0,1,0,0,2.51,2.0,0,0,0,0,0,0
1754.0,15,0,0,2,8,19,0,2,0,0,0,0,1.54,4.0,0,0,0,0,0,0
1971.0,15,0,1,2,8,22,0,2,1,1,0,1,1.15,4.0,0,0,0,0,0,0
879.0,15,0,0,2,8,25,0,0,0,0,0,0,0.0,4.0,0,0,0,0,0,0
646.0,15,0,0,2,8,29,0,3,0,0,0,1,0.24,4.0,0,0,0,0,0,0
1853.0,15,0,3,2,9,0,1,3,0,1,0,0,3.82,0.0,0,0,0,0,0,0
1055.0,15,0,2,2,9,1,0,0,0,0,0,0,2.67,2.0,0,0,0,0,0,0
1470.0,15,0,0,2,9,1,1,1,1,0,1,0,3.31,1.0,0,0,0,0,0,0
1461.0,15,0,3,2,9,5,1,3,0,0,0,0,2.82,2.0,0,0,0,0,0,0
2084.0,15,0,0,2,9,6,1,2,0,0,1,0,2.89,2.0,0,0,0,0,0,0
379.0,15,0,0,2,9,10,1,3,1,0,0,0,2.83,2.0,0,0,0,0,0,0
892.0,15,0,0,2,9,11,1,1,0,0,0,0,2.31,3.0,0,0,0,0,0,0
248.0,15,0,0,2,9,25,0,2,0,1,0,0,1.19,4.0,0,0,0,0,0,0
171.0,15,0,0,2,9,25,0,2,1,0,0,1,0.82,4.0,0,0,0,0,0,0
185.0,15,0,1,2,9,26,1,3,1,0,0,0,0.9,4.0,0,0,0,0,0,0
1110.0,15,0,3,2,9,27,0,2,0,1,0,0,0.27,4.0,0,0,0,0,0,0
2184.0,15,0,0,2,10,9,0,1,0,0,0,1,2.17,4.0,0,0,0,0,0,0
844.0,15,0,0,2,10,10,0,1,0,1,0,1,1.83,4.0,0,0,0,0,0,0
15.0,15,0,0,2,10,17,1,0,0,1,0,0,1.34,4.0,0,0,0,0,0,0
996.0,15,0,0,2,10,19,1,4,0,0,0,0,1.59,4.0,0,0,0,0,0,0
1586.0,15,0,0,2,10,27,1,0,1,0,0,0,0.65,4.0,0,0,0,0,0,0
1224.0,15,0,1,2,10,28,0,2,0,1,0,0,0.3,4.0,0,0,0,0,0,0
1419.0,15,0,0,2,11,0,0,3,1,0,1,0,3.57,0.0,0,0,0,0,0,0
1871.0,15,0,0,2,11,3,1,3,0,0,0,0,3.25,1.0,0,0,0,0,0,0
505.0,15,0,0,2,11,4,1,2,0,1,0,0,3.02,1.0,0,0,0,0,0,0
530.0,15,0,2,2,11,8,1,0,0,1,0,0,2.33,3.0,0,0,0,0,0,0
2334.0,15,0,3,2,11,9,0,2,1,0,0,0,2.23,2.0,0,0,0,0,0,0
2023.0,15,0,0,2,11,14,0,1,0,0,0,0,1.53,4.0,0,0,0,0,0,0
1049.0,15,0,1,2,11,23,0,2,1,0,0,0,1.39,4.0,0,0,0,0,0,0
664.0,15,0,1,2,11,26,0,1,1,1,1,0,0.53,4.0,0,0,0,0,0,0
1521.0,15,0,3,2,12,5,0,4,1,0,1,0,3.06,1.0,0,0,0,0,0,0
1082.0,15,0,2,2,12,7,0,3,0,0,1,0,2.49,3.0,0,0,0,0,0,0
1831.0,15,0,2,2,12,19,0,3,0,0,0,0,1.49,4.0,0,0,0,0,0,0
